,Event,Date,Winner,Fighter 1,Fighter 2,F1 Knockdown,F2 Knockdown,F1 Stike,F2 Strike,F1 Takedown,F2 Takedown,F1 Submission,F2 Submission,Weightclass,Result,Method,Round,Time
5847,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Nik Lentz,Nik Lentz,Rob Emerson,0,1,46,24,4,0,1,1,Lightweight,U-DEC,U-DEC,3,5:00
5848,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Gleison Tibau,Gleison Tibau,Caol Uno,1,0,22,6,1,0,0,0,Lightweight,KO/TKO,Punches,1,4:13
5849,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Yushin Okami,Yushin Okami,Lucio Linhares,1,0,50,8,0,0,0,0,Middleweight,KO/TKO,KO/TKO,2,2:47
5850,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Gerald Harris,Gerald Harris,Mario Miranda,2,1,17,16,0,0,0,0,Middleweight,KO/TKO,Punches,1,4:49
5851,UFC Fight Night: Florian vs Gomi,"March 31, 2010",Charlie Brenneman,Charlie Brenneman,Jason High,0,0,33,12,6,0,0,3,Welterweight,U-DEC,U-DEC,3,5:00
5852,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Georges St-Pierre,Georges St-Pierre,Dan Hardy,0,0,59,4,11,0,6,0,Welterweight,U-DEC,U-DEC,5,5:00
5853,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Shane Carwin,Shane Carwin,Frank Mir,1,0,49,3,0,0,0,0,Heavyweight,KO/TKO,Punches,1,3:48
5854,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Kurt Pellegrino,Kurt Pellegrino,Fabricio Camoes,0,0,16,8,1,1,2,2,Lightweight,SUB,RearNakedChoke,2,4:20
5855,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Jon Fitch,Jon Fitch,Ben Saunders,0,0,72,17,2,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5856,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Jim Miller,Jim Miller,Mark Bocek,0,0,23,17,1,4,3,1,Lightweight,U-DEC,U-DEC,3,5:00
5857,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Nate Diaz,Nate Diaz,Rory Markham,1,0,34,3,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:47
5858,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Ricardo Almeida,Ricardo Almeida,Matt Brown,0,0,15,6,5,0,1,0,Welterweight,SUB,RearNakedChoke,2,3:30
5859,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Rousimar Palhares,Rousimar Palhares,Tomasz Drwal,0,0,0,0,0,0,1,0,Middleweight,SUB,HeelHook,1,0:45
5860,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Jared Hamman,Jared Hamman,Rodney Wallace,1,0,60,34,2,11,0,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
5861,UFC 111: St-Pierre vs Hardy,"March 27, 2010",Matthew Riddle,Matthew Riddle,Greg Soto,0,0,47,21,4,0,0,0,Welterweight,DQ,DQ,3,1:30
5862,UFC Live: Vera vs Jones,"March 21, 2010",Jon Jones,Jon Jones,Brandon Vera,0,0,11,5,2,0,0,0,Light Heavyweight,KO/TKO,Elbow,1,3:19
5863,UFC Live: Vera vs Jones,"March 21, 2010",Junior Dos Santos,Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0,1,0,0,Heavyweight,KO/TKO,Punches,1,3:53
5864,UFC Live: Vera vs Jones,"March 21, 2010",Cheick Kongo,Cheick Kongo,Paul Buentello,0,0,53,3,9,0,0,0,Heavyweight,KO/TKO,Elbows,3,1:16
5865,UFC Live: Vera vs Jones,"March 21, 2010",Alessio Sakara,Alessio Sakara,James Irvin,1,0,13,6,0,0,0,0,Middleweight,KO/TKO,KO/TKO,1,3:01
5866,UFC Live: Vera vs Jones,"March 21, 2010",Clay Guida,Clay Guida,Shannon Gugerty,0,0,14,1,2,0,1,3,Lightweight,SUB,ArmTriangle,2,3:40
5867,UFC Live: Vera vs Jones,"March 21, 2010",Vladimir Matyushenko,Vladimir Matyushenko,Eliot Marshall,0,0,28,19,2,0,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
5868,UFC Live: Vera vs Jones,"March 21, 2010",Darren Elkins,Darren Elkins,Duane Ludwig,0,0,0,1,1,0,0,0,Lightweight,KO/TKO,KO/TKO,1,0:44
5869,UFC Live: Vera vs Jones,"March 21, 2010",John Howard,John Howard,Daniel Roberts,0,0,6,7,1,1,0,1,Welterweight,KO/TKO,Punch,1,2:01
5870,UFC Live: Vera vs Jones,"March 21, 2010",Brendan Schaub,Brendan Schaub,Chase Gormley,1,0,25,2,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:47
5871,UFC Live: Vera vs Jones,"March 21, 2010",Mike Pierce,Mike Pierce,Julio Paulino,0,0,39,17,6,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5872,UFC Live: Vera vs Jones,"March 21, 2010",Jason Brilz,Jason Brilz,Eric Schafer,0,0,70,27,3,2,1,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
5873,UFC 110: Nogueira vs Velasquez,"February 20, 2010",Cain Velasquez,Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:20
5874,UFC 110: Nogueira vs Velasquez,"February 20, 2010",Wanderlei Silva,Wanderlei Silva,Michael Bisping,1,0,42,32,1,5,1,0,Middleweight,U-DEC,U-DEC,3,5:00
5875,UFC 110: Nogueira vs Velasquez,"February 20, 2010",George Sotiropoulos,George Sotiropoulos,Joe Stevenson,0,0,20,7,2,3,3,2,Lightweight,U-DEC,U-DEC,3,5:00
5876,UFC 110: Nogueira vs Velasquez,"February 20, 2010",Ryan Bader,Ryan Bader,Keith Jardine,1,0,29,15,3,0,0,0,Light Heavyweight,KO/TKO,Punch,3,2:10
5877,UFC 110: Nogueira vs Velasquez,"February 20, 2010",Mirko Filipovic,Mirko Filipovic,Anthony Perosh,0,0,29,9,0,0,1,0,Heavyweight,KO/TKO,KO/TKO,2,5:00
5878,UFC 110: Nogueira vs Velasquez,"February 20, 2010",Krzysztof Soszynski,Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0,2,0,0,Light Heavyweight,KO/TKO,KO/TKO,3,1:04
5879,UFC 110: Nogueira vs Velasquez,"February 20, 2010",Chris Lytle,Chris Lytle,Brian Foster,0,0,2,5,0,1,1,0,Welterweight,SUB,Kneebar,1,1:41
5880,UFC 110: Nogueira vs Velasquez,"February 20, 2010",CB Dollaway,CB Dollaway,Goran Reljic,0,0,25,20,5,1,1,3,Middleweight,U-DEC,U-DEC,3,5:00
5881,UFC 110: Nogueira vs Velasquez,"February 20, 2010",James Te Huna,James Te Huna,Igor Pokrajac,0,2,22,25,5,2,1,0,Light Heavyweight,KO/TKO,Punches,3,3:26
5882,UFC 109: Relentless,"February 06, 2010",Randy Couture,Randy Couture,Mark Coleman,0,0,44,10,1,0,1,0,Light Heavyweight,SUB,RearNakedChoke,2,1:09
5883,UFC 109: Relentless,"February 06, 2010",Chael Sonnen,Chael Sonnen,Nate Marquardt,0,0,39,11,6,0,0,2,Middleweight,U-DEC,U-DEC,3,5:00
5884,UFC 109: Relentless,"February 06, 2010",Paulo Thiago,Paulo Thiago,Mike Swick,1,0,9,7,0,1,1,0,Welterweight,SUB,D'ArceChoke,2,1:54
5885,UFC 109: Relentless,"February 06, 2010",Demian Maia,Demian Maia,Dan Miller,0,0,30,20,4,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
5886,UFC 109: Relentless,"February 06, 2010",Matt Serra,Matt Serra,Frank Trigg,1,0,12,6,0,0,0,0,Welterweight,KO/TKO,Punch,1,2:23
5887,UFC 109: Relentless,"February 06, 2010",Mac Danzig,Mac Danzig,Justin Buchholz,0,0,62,30,3,0,0,1,Lightweight,U-DEC,U-DEC,3,5:00
5888,UFC 109: Relentless,"February 06, 2010",Melvin Guillard,Melvin Guillard,Ronys Torres,0,0,34,6,0,5,0,1,Lightweight,U-DEC,U-DEC,3,5:00
5889,UFC 109: Relentless,"February 06, 2010",Rob Emerson,Rob Emerson,Phillipe Nover,0,0,26,19,7,0,0,2,Lightweight,U-DEC,U-DEC,3,5:00
5890,UFC 109: Relentless,"February 06, 2010",Phil Davis,Phil Davis,Brian Stann,0,0,48,5,3,0,1,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5891,UFC 109: Relentless,"February 06, 2010",Chris Tuchscherer,Chris Tuchscherer,Tim Hague,0,0,24,34,1,1,1,1,Heavyweight,M-DEC,M-DEC,3,5:00
5892,UFC 109: Relentless,"February 06, 2010",Joey Beltran,Joey Beltran,Rolles Gracie,0,0,22,15,0,1,0,0,Heavyweight,KO/TKO,Punches,2,1:31
5893,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Gray Maynard,Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
5894,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Evan Dunham,Evan Dunham,Efrain Escudero,0,1,22,26,3,0,1,2,Lightweight,SUB,Armbar,3,1:59
5895,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Aaron Simpson,Aaron Simpson,Tom Lawlor,0,0,36,52,2,1,0,2,Middleweight,S-DEC,S-DEC,3,5:00
5896,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Amir Sadollah,Amir Sadollah,Brad Blackburn,0,0,87,37,2,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5897,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Chris Leben,Chris Leben,Jay Silva,0,0,60,15,2,0,2,0,Middleweight,U-DEC,U-DEC,3,5:00
5898,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Rick Story,Rick Story,Jesse Lennox,0,0,47,22,2,1,1,1,Welterweight,S-DEC,S-DEC,3,5:00
5899,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Draw,Thiago Tavares,Nik Lentz,0,0,55,71,1,4,1,1,Lightweight,M-DEC,M-DEC,3,5:00
5900,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Rory MacDonald,Rory MacDonald,Mike Guymon,0,0,8,6,2,0,2,0,Welterweight,SUB,Armbar,1,4:27
5901,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Rafael Dos Anjos,Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5,0,2,0,Lightweight,U-DEC,U-DEC,3,5:00
5902,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Gerald Harris,Gerald Harris,John Salter,0,0,21,7,1,1,0,0,Middleweight,KO/TKO,Punches,3,3:24
5903,UFC Fight Night: Maynard vs Diaz,"January 11, 2010",Nick Catone,Nick Catone,Jesse Forbes,0,0,32,32,2,0,0,0,Middleweight,S-DEC,S-DEC,3,5:00
5904,UFC 108: Evans vs Silva,"January 02, 2010",Rashad Evans,Rashad Evans,Thiago Silva,0,0,12,31,8,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5905,UFC 108: Evans vs Silva,"January 02, 2010",Paul Daley,Paul Daley,Dustin Hazelett,1,0,8,4,0,0,0,0,Welterweight,KO/TKO,Punch,1,2:24
5906,UFC 108: Evans vs Silva,"January 02, 2010",Sam Stout,Sam Stout,Joe Lauzon,0,0,94,26,0,4,0,2,Lightweight,U-DEC,U-DEC,3,5:00
5907,UFC 108: Evans vs Silva,"January 02, 2010",Jim Miller,Jim Miller,Duane Ludwig,1,0,6,2,0,0,1,0,Lightweight,SUB,Armbar,1,2:31
5908,UFC 108: Evans vs Silva,"January 02, 2010",Junior Dos Santos,Junior Dos Santos,Gilbert Yvel,1,0,14,3,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:07
5909,UFC 108: Evans vs Silva,"January 02, 2010",Martin Kampmann,Martin Kampmann,Jacob Volkmann,1,0,14,13,0,0,1,0,Welterweight,SUB,GuillotineChoke,1,4:03
5910,UFC 108: Evans vs Silva,"January 02, 2010",Cole Miller,Cole Miller,Dan Lauzon,0,1,15,10,0,1,1,0,Lightweight,SUB,InvertedTriangle,1,3:05
5911,UFC 108: Evans vs Silva,"January 02, 2010",Mark Munoz,Mark Munoz,Ryan Jensen,0,0,16,9,1,0,0,1,Middleweight,KO/TKO,Punches,1,2:30
5912,UFC 108: Evans vs Silva,"January 02, 2010",Jake Ellenberger,Jake Ellenberger,Mike Pyle,1,0,15,5,2,0,0,1,Welterweight,KO/TKO,Punch,2,0:22
5913,UFC 108: Evans vs Silva,"January 02, 2010",Rafaello Oliveira,Rafaello Oliveira,John Gunderson,0,0,21,1,6,1,4,4,Lightweight,U-DEC,U-DEC,3,5:00
5914,UFC 107: Penn vs Sanchez,"December 12, 2009",BJ Penn,BJ Penn,Diego Sanchez,0,0,70,8,0,0,0,0,Lightweight,KO/TKO,KO/TKO,5,2:37
5915,UFC 107: Penn vs Sanchez,"December 12, 2009",Frank Mir,Frank Mir,Cheick Kongo,1,0,2,0,0,0,1,0,Heavyweight,SUB,GuillotineChoke,1,1:12
5916,UFC 107: Penn vs Sanchez,"December 12, 2009",Jon Fitch,Jon Fitch,Mike Pierce,0,0,55,54,4,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5917,UFC 107: Penn vs Sanchez,"December 12, 2009",Kenny Florian,Kenny Florian,Clay Guida,1,0,22,13,1,0,1,0,Lightweight,SUB,RearNakedChoke,2,2:19
5918,UFC 107: Penn vs Sanchez,"December 12, 2009",Stefan Struve,Stefan Struve,Paul Buentello,0,1,54,37,1,0,2,0,Heavyweight,M-DEC,M-DEC,3,5:00
5919,UFC 107: Penn vs Sanchez,"December 12, 2009",Alan Belcher,Alan Belcher,Wilson Gouveia,1,0,21,29,0,0,0,0,Catch Weight,KO/TKO,Punches,1,3:03
5920,UFC 107: Penn vs Sanchez,"December 12, 2009",Matt Wiman,Matt Wiman,Shane Nelson,0,0,55,20,2,1,0,3,Lightweight,U-DEC,U-DEC,3,5:00
5921,UFC 107: Penn vs Sanchez,"December 12, 2009",Johny Hendricks,Johny Hendricks,Ricardo Funch,0,0,49,16,7,1,4,0,Welterweight,U-DEC,U-DEC,3,5:00
5922,UFC 107: Penn vs Sanchez,"December 12, 2009",Rousimar Palhares,Rousimar Palhares,Lucio Linhares,0,0,6,8,1,2,3,2,Middleweight,SUB,HeelHook,2,3:21
5923,UFC 107: Penn vs Sanchez,"December 12, 2009",DaMarques Johnson,DaMarques Johnson,Edgar Garcia,0,0,10,17,0,1,1,1,Welterweight,SUB,TriangleChoke,1,4:03
5924,UFC 107: Penn vs Sanchez,"December 12, 2009",TJ Grant,TJ Grant,Kevin Burns,1,1,28,14,1,0,0,0,Welterweight,KO/TKO,Punch,1,4:57
5925,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Roy Nelson,Roy Nelson,Brendan Schaub,1,0,8,12,1,0,0,0,Heavyweight,KO/TKO,Punch,1,3:45
5926,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Matt Hamill,Matt Hamill,Jon Jones,0,0,5,44,0,1,0,0,Light Heavyweight,DQ,DQ,1,4:14
5927,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Kevin Ferguson,Kevin Ferguson,Houston Alexander,0,0,27,43,4,0,1,0,Catch Weight,U-DEC,U-DEC,3,5:00
5928,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Frankie Edgar,Frankie Edgar,Matt Veach,0,0,25,7,0,3,1,0,Lightweight,SUB,RearNakedChoke,2,2:20
5929,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Matt Mitrione,Matt Mitrione,Marcus Jones,1,0,14,10,0,3,0,1,Heavyweight,KO/TKO,Punches,2,0:10
5930,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",James McSweeney,James McSweeney,Darrill Schoonover,0,0,58,16,1,0,2,1,Heavyweight,KO/TKO,OKnee,3,3:20
5931,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Jon Madsen,Jon Madsen,Justin Wren,0,0,26,17,0,0,0,0,Heavyweight,S-DEC,S-DEC,3,5:00
5932,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Brian Stann,Brian Stann,Rodney Wallace,0,0,36,15,0,7,0,2,Light Heavyweight,U-DEC,U-DEC,3,5:00
5933,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",John Howard,John Howard,Dennis Hallman,1,0,14,8,2,2,0,2,Welterweight,KO/TKO,Punches,3,4:55
5934,The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Mark Bocek,Mark Bocek,Joe Brammer,0,0,6,3,2,0,1,0,Lightweight,SUB,RearNakedChoke,1,3:36
5935,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Forrest Griffin,Forrest Griffin,Tito Ortiz,0,0,70,24,0,3,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
5936,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Josh Koscheck,Josh Koscheck,Anthony Johnson,0,0,19,16,2,0,1,0,Welterweight,SUB,RearNakedChoke,2,4:47
5937,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Paulo Thiago,Paulo Thiago,Jacob Volkmann,2,0,34,16,2,1,0,1,Welterweight,U-DEC,U-DEC,3,5:00
5938,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Rogerio Nogueira,Rogerio Nogueira,Luiz Cane,1,0,14,3,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:56
5939,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Amir Sadollah,Amir Sadollah,Phil Baroni,0,0,134,51,0,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
5940,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Ben Saunders,Ben Saunders,Marcus Davis,0,0,22,8,0,0,0,0,Welterweight,KO/TKO,OKnee,1,3:24
5941,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Kendall Grove,Kendall Grove,Jake Rosholt,0,0,3,5,1,3,1,1,Middleweight,SUB,TriangleChoke,1,3:59
5942,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Brian Foster,Brian Foster,Brock Larson,0,0,28,6,2,1,0,1,Welterweight,KO/TKO,Punches,2,3:25
5943,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Draw,Caol Uno,Fabricio Camoes,0,0,28,22,2,5,0,2,Lightweight,M-DEC,M-DEC,3,5:00
5944,UFC 106: Ortiz vs Griffin 2,"November 21, 2009",George Sotiropoulos,George Sotiropoulos,Jason Dent,0,0,33,25,3,0,2,0,Lightweight,SUB,Armbar,2,4:36
5945,UFC 105: Couture vs Vera,"November 14, 2009",Randy Couture,Randy Couture,Brandon Vera,0,1,39,27,1,1,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5946,UFC 105: Couture vs Vera,"November 14, 2009",Dan Hardy,Dan Hardy,Mike Swick,0,0,55,38,1,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
5947,UFC 105: Couture vs Vera,"November 14, 2009",Michael Bisping,Michael Bisping,Denis Kang,0,1,29,11,3,0,1,0,Middleweight,KO/TKO,Punches,2,4:24
5948,UFC 105: Couture vs Vera,"November 14, 2009",Matt Brown,Matt Brown,James Wilks,1,0,45,19,0,1,3,3,Welterweight,KO/TKO,Punches,3,2:27
5949,UFC 105: Couture vs Vera,"November 14, 2009",Ross Pearson,Ross Pearson,Aaron Riley,0,0,59,15,0,0,0,0,Lightweight,KO/TKO,KO/TKO,2,4:38
5950,UFC 105: Couture vs Vera,"November 14, 2009",John Hathaway,John Hathaway,Paul Taylor,0,0,80,5,5,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
5951,UFC 105: Couture vs Vera,"November 14, 2009",Terry Etim,Terry Etim,Shannon Gugerty,0,0,17,11,0,1,1,0,Lightweight,SUB,GuillotineChoke,2,1:24
5952,UFC 105: Couture vs Vera,"November 14, 2009",Nick Osipczak,Nick Osipczak,Matthew Riddle,0,0,46,28,0,4,1,0,Welterweight,KO/TKO,Punches,3,3:53
5953,UFC 105: Couture vs Vera,"November 14, 2009",Dennis Siver,Dennis Siver,Paul Kelly,2,0,38,12,0,1,0,0,Lightweight,KO/TKO,Punches,2,2:53
5954,UFC 105: Couture vs Vera,"November 14, 2009",Alexander Gustafsson,Alexander Gustafsson,Jared Hamman,1,0,6,6,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:41
5955,UFC 105: Couture vs Vera,"November 14, 2009",Andre Winner,Andre Winner,Rolando Delgado,2,0,14,11,0,0,0,0,Lightweight,KO/TKO,Punch,1,3:22
5956,UFC 104: Machida vs Shogun,"October 24, 2009",Lyoto Machida,Lyoto Machida,Mauricio Rua,0,0,35,80,0,0,0,0,Light Heavyweight,U-DEC,U-DEC,5,5:00
5957,UFC 104: Machida vs Shogun,"October 24, 2009",Cain Velasquez,Cain Velasquez,Ben Rothwell,0,0,62,3,5,0,0,0,Heavyweight,KO/TKO,Punches,2,0:58
5958,UFC 104: Machida vs Shogun,"October 24, 2009",Gleison Tibau,Gleison Tibau,Josh Neer,0,0,22,24,11,0,2,0,Lightweight,U-DEC,U-DEC,3,5:00
5959,UFC 104: Machida vs Shogun,"October 24, 2009",Joe Stevenson,Joe Stevenson,Spencer Fisher,0,0,28,14,2,0,0,0,Lightweight,KO/TKO,Elbows,2,4:03
5960,UFC 104: Machida vs Shogun,"October 24, 2009",Anthony Johnson,Anthony Johnson,Yoshiyuki Yoshida,1,0,10,0,0,0,0,0,Welterweight,KO/TKO,Punch,1,0:41
5961,UFC 104: Machida vs Shogun,"October 24, 2009",Ryan Bader,Ryan Bader,Eric Schafer,2,0,52,25,3,0,0,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
5962,UFC 104: Machida vs Shogun,"October 24, 2009",Pat Barry,Pat Barry,Antoni Hardonk,1,0,29,29,0,0,0,0,Heavyweight,KO/TKO,Punches,2,2:30
5963,UFC 104: Machida vs Shogun,"October 24, 2009",Chael Sonnen,Chael Sonnen,Yushin Okami,0,0,91,25,4,0,0,1,Middleweight,U-DEC,U-DEC,3,5:00
5964,UFC 104: Machida vs Shogun,"October 24, 2009",Jorge Rivera,Jorge Rivera,Rob Kimmons,1,0,66,23,0,1,0,0,Middleweight,KO/TKO,Punches,3,1:53
5965,UFC 104: Machida vs Shogun,"October 24, 2009",Kyle Kingsbury,Kyle Kingsbury,Razak Al-Hassan,0,0,25,31,2,1,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
5966,UFC 104: Machida vs Shogun,"October 24, 2009",Stefan Struve,Stefan Struve,Chase Gormley,0,0,12,8,1,1,3,1,Heavyweight,SUB,TriangleChoke,1,4:04
5967,UFC 103: Franklin vs Belfort,"September 19, 2009",Vitor Belfort,Vitor Belfort,Rich Franklin,0,0,9,4,0,0,0,0,Catch Weight,KO/TKO,Punch,1,3:02
5968,UFC 103: Franklin vs Belfort,"September 19, 2009",Junior Dos Santos,Junior Dos Santos,Mirko Filipovic,0,0,70,22,0,0,0,0,Heavyweight,KO/TKO,Punches,3,2:00
5969,UFC 103: Franklin vs Belfort,"September 19, 2009",Paul Daley,Paul Daley,Martin Kampmann,0,0,27,12,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:31
5970,UFC 103: Franklin vs Belfort,"September 19, 2009",Josh Koscheck,Josh Koscheck,Frank Trigg,1,0,9,1,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:25
5971,UFC 103: Franklin vs Belfort,"September 19, 2009",Tyson Griffin,Tyson Griffin,Hermes Franca,1,0,67,11,0,0,0,0,Lightweight,KO/TKO,Punch,2,3:26
5972,UFC 103: Franklin vs Belfort,"September 19, 2009",Efrain Escudero,Efrain Escudero,Cole Miller,1,0,10,6,1,0,0,0,Lightweight,KO/TKO,Punch,1,3:36
5973,UFC 103: Franklin vs Belfort,"September 19, 2009",Tomasz Drwal,Tomasz Drwal,Drew McFedries,0,0,31,17,3,0,1,0,Middleweight,SUB,RearNakedChoke,2,1:03
5974,UFC 103: Franklin vs Belfort,"September 19, 2009",Jim Miller,Jim Miller,Steve Lopez,1,0,30,6,0,0,1,0,Lightweight,KO/TKO,KO/TKO,2,0:48
5975,UFC 103: Franklin vs Belfort,"September 19, 2009",Nik Lentz,Nik Lentz,Rafaello Oliveira,0,0,67,29,4,4,4,0,Lightweight,U-DEC,U-DEC,3,5:00
5976,UFC 103: Franklin vs Belfort,"September 19, 2009",Rick Story,Rick Story,Brian Foster,0,0,18,6,3,0,1,1,Welterweight,SUB,ArmTriangle,2,1:09
5977,UFC 103: Franklin vs Belfort,"September 19, 2009",Eliot Marshall,Eliot Marshall,Jason Brilz,0,0,29,27,0,0,0,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
5978,UFC 103: Franklin vs Belfort,"September 19, 2009",Vladimir Matyushenko,Vladimir Matyushenko,Igor Pokrajac,0,0,44,17,4,1,1,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5979,UFC 103: Franklin vs Belfort,"September 19, 2009",Rafael Dos Anjos,Rafael Dos Anjos,Rob Emerson,0,0,52,27,2,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
5980,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Nate Diaz,Nate Diaz,Melvin Guillard,0,1,21,11,2,3,2,0,Lightweight,SUB,GuillotineChoke,2,2:13
5981,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Gray Maynard,Gray Maynard,Roger Huerta,0,0,23,40,3,0,1,0,Lightweight,S-DEC,S-DEC,3,5:00
5982,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Carlos Condit,Carlos Condit,Jake Ellenberger,0,2,27,28,1,3,1,3,Welterweight,S-DEC,S-DEC,3,5:00
5983,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Nate Quarry,Nate Quarry,Tim Credeur,2,1,53,40,0,0,0,1,Middleweight,U-DEC,U-DEC,3,5:00
5984,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Brian Stann,Brian Stann,Steve Cantwell,0,0,44,35,0,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
5985,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Mike Pyle,Mike Pyle,Chris Wilson,0,0,12,19,2,1,2,1,Welterweight,SUB,GuillotineChoke,3,2:15
5986,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",CB Dollaway,CB Dollaway,Jay Silva,0,0,32,19,6,0,2,2,Middleweight,U-DEC,U-DEC,3,5:00
5987,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Jeremy Stephens,Jeremy Stephens,Justin Buchholz,2,0,28,9,0,0,0,0,Lightweight,KO/TKO,KO/TKO,1,3:23
5988,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Mike Pierce,Mike Pierce,Brock Larson,0,0,27,11,6,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
5989,UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Ryan Jensen,Ryan Jensen,Steve Steinbeiss,0,0,9,7,1,0,1,0,Middleweight,SUB,GuillotineChoke,1,3:56
5990,UFC 102: Couture vs Nogueira,"August 29, 2009",Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,Randy Couture,2,0,27,42,0,0,3,0,Heavyweight,U-DEC,U-DEC,3,5:00
5991,UFC 102: Couture vs Nogueira,"August 29, 2009",Thiago Silva,Thiago Silva,Keith Jardine,1,0,5,3,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:35
5992,UFC 102: Couture vs Nogueira,"August 29, 2009",Jake Rosholt,Jake Rosholt,Chris Leben,0,0,21,14,3,1,1,0,Middleweight,SUB,ArmTriangle,3,1:30
