,Event,Date,Winner,Loser,Knockdown # W,Knockdown # L,Stike # W,Strike # L,Takedown # W,Takedown # L,Submission # W,Submission # L,Weightclass,Result,Method,Round,Time
3651,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Nate Marquardt,CB Dollaway,1,0,16,15,0,0,0,0,Middleweight,KO/TKO,Punch,2,0:28
3652,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Valentina Shevchenko,Sarah Kaufman,0,0,32,27,4,1,0,0,Women's Bantamweight,S-DEC,S-DEC,3,5:00
3653,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Tamdan McCrory,Josh Samman,0,0,39,10,2,2,1,0,Middleweight,SUB,TriangleChoke,3,4:10
3654,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Nik Lentz,Danny Castillo,0,0,59,57,3,2,2,0,Lightweight,S-DEC,S-DEC,3,5:00
3655,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",,Jim Alers,0,0,28,25,0,0,0,0,Featherweight,CNC,CNC,2,1:34
3656,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Kamaru Usman,Leon Edwards,0,0,48,26,6,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
3657,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Vicente Luque,Hayder Hassan,0,0,12,15,0,0,1,0,Welterweight,SUB,AnacondaChoke,1,2:13
3658,UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015",Francis Ngannou,Luis Henrique,1,0,25,5,0,1,0,0,Heavyweight,KO/TKO,Punch,2,2:53
3659,UFC 194: Aldo vs McGregor,"December 12, 2015",Conor McGregor,Jose Aldo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:13
3660,UFC 194: Aldo vs McGregor,"December 12, 2015",Luke Rockhold,Chris Weidman,0,0,126,48,2,3,1,0,Middleweight,KO/TKO,Punches,4,3:12
3661,UFC 194: Aldo vs McGregor,"December 12, 2015",Yoel Romero,Jacare Souza,1,0,46,30,0,1,0,0,Middleweight,S-DEC,S-DEC,3,5:00
3662,UFC 194: Aldo vs McGregor,"December 12, 2015",Demian Maia,Gunnar Nelson,0,0,47,2,2,1,1,0,Welterweight,U-DEC,U-DEC,3,5:00
3663,UFC 194: Aldo vs McGregor,"December 12, 2015",Max Holloway,Jeremy Stephens,0,0,57,47,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
3664,UFC 194: Aldo vs McGregor,"December 12, 2015",Urijah Faber,Frankie Saenz,0,0,75,66,2,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
3665,UFC 194: Aldo vs McGregor,"December 12, 2015",Tecia Torres,Jocelyn Jones-Lybarger,0,0,77,29,0,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
3666,UFC 194: Aldo vs McGregor,"December 12, 2015",Warlley Alves,Colby Covington,0,0,2,2,0,1,1,0,Welterweight,SUB,GuillotineChoke,1,1:26
3667,UFC 194: Aldo vs McGregor,"December 12, 2015",Leonardo Santos,Kevin Lee,1,0,32,10,1,0,0,0,Lightweight,KO/TKO,Punches,1,3:26
3668,UFC 194: Aldo vs McGregor,"December 12, 2015",Magomed Mustafaev,Joe Proctor,1,0,18,9,0,0,0,0,Lightweight,KO/TKO,OKnee,1,1:54
3669,UFC 194: Aldo vs McGregor,"December 12, 2015",Yancy Medeiros,John Makdessi,1,0,80,114,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
3670,UFC 194: Aldo vs McGregor,"December 12, 2015",Court McGee,Marcio Alexandre Junior,0,0,58,23,2,0,0,1,Welterweight,U-DEC,U-DEC,3,5:00
3671,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Frankie Edgar,Chad Mendes,1,0,13,5,0,0,0,0,Featherweight,KO/TKO,Punch,1,2:28
3672,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Ryan Hall,Artem Lobov,0,0,23,2,1,0,1,0,Lightweight,U-DEC,U-DEC,3,5:00
3673,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Tony Ferguson,Edson Barboza,0,0,61,41,0,2,1,0,Lightweight,SUB,D'ArceChoke,2,2:54
3674,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Evan Dunham,Joe Lauzon,0,0,127,42,1,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3675,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Tatsuya Kawajiri,Jason Knight,0,0,28,28,6,0,0,1,Featherweight,U-DEC,U-DEC,3,5:00
3676,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Julian Erosa,Marcin Wrzosek,0,0,61,52,2,3,2,0,Lightweight,S-DEC,S-DEC,3,5:00
3677,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Gabriel Gonzaga,Konstantin Erokhin,0,0,20,15,2,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
3678,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Ryan LaFlare,Mike Pierce,0,0,65,42,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
3679,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Geane Herrera,Joby Sanchez,1,0,40,55,1,0,0,0,Flyweight,KO/TKO,Punch,2,4:28
3680,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015",Chris Gruetzemacher,Abner Lloveras,0,0,103,94,0,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3681,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Rose Namajunas,Paige VanZant,0,0,57,10,8,0,4,0,Women's Strawweight,SUB,RearNakedChoke,5,2:25
3682,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Michael Chiesa,Jim Miller,0,0,13,7,2,0,1,1,Lightweight,SUB,RearNakedChoke,2,2:57
3683,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Sage Northcutt,Cody Pfister,0,0,8,5,2,2,1,0,Lightweight,SUB,GuillotineChoke,2,0:41
3684,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Thiago Santos,Elias Theodorou,0,0,52,28,1,1,0,0,Middleweight,U-DEC,U-DEC,3,5:00
3685,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Tim Means,John Howard,1,0,37,20,0,3,0,0,Welterweight,KO/TKO,Punch,2,0:21
3686,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Sergio Moraes,Omari Akhmedov,1,1,21,35,0,1,0,0,Welterweight,KO/TKO,Punches,3,2:18
3687,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",,Kevin Casey,0,0,1,0,0,0,0,0,Middleweight,CNC,CNC,1,0:11
3688,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Aljamain Sterling,Johnny Eduardo,0,0,23,4,2,0,1,0,Bantamweight,SUB,GuillotineChoke,2,4:18
3689,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Santiago Ponzinibbio,Andreas Stahl,1,0,48,14,0,2,0,0,Welterweight,KO/TKO,Punch,1,4:25
3690,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Danny Roberts,Nathan Coy,0,0,6,11,0,1,1,0,Welterweight,SUB,TriangleChoke,1,2:46
3691,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Zubaira Tukhugov,Phillipe Nover,0,0,21,20,1,0,0,0,Featherweight,S-DEC,S-DEC,3,5:00
3692,UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015",Kailin Curran,Emily Kagan,0,0,21,22,1,1,2,0,Women's Strawweight,SUB,RearNakedChoke,2,4:13
3693,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Benson Henderson,Jorge Masvidal,0,0,86,77,3,1,0,1,Welterweight,S-DEC,S-DEC,5,5:00
3694,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Dong Hyun Kim,Dominic Waters,0,0,6,0,1,0,0,0,Welterweight,KO/TKO,Punches,1,3:11
3695,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Alberto Mina,Yoshihiro Akiyama,1,0,69,78,2,0,0,0,Welterweight,S-DEC,S-DEC,3,5:00
3696,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Dooho Choi,Sam Sicilia,1,0,18,8,0,0,0,0,Featherweight,KO/TKO,Punch,1,1:33
3697,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Dongi Yang,Jake Collier,0,1,29,22,1,0,0,0,Middleweight,KO/TKO,Punches,2,1:50
3698,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Mike de la Torre,Yui Chul Nam,0,0,47,53,0,1,0,0,Featherweight,S-DEC,S-DEC,3,5:00
3699,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Tae Hyun Bang,Leo Kuntz,1,0,54,31,1,3,2,1,Lightweight,S-DEC,S-DEC,3,5:00
3700,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Seo Hee Ham,Cortney Casey,0,0,71,78,0,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
3701,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Fredy Serrano,Yao Zhikui,0,0,3,1,1,0,0,0,Flyweight,KO/TKO,KO/TKO,1,0:44
3702,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Marco Beltran,Guangyou Ning,0,0,30,23,1,0,0,0,Bantamweight,S-DEC,S-DEC,3,5:00
3703,UFC Fight Night: Henderson vs Masvidal,"November 28, 2015",Dominique Steele,Dong Hyun Ma,1,0,36,19,4,0,0,0,Welterweight,KO/TKO,OSlam,3,0:27
3704,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Neil Magny,Kelvin Gastelum,0,2,54,54,6,2,0,0,Welterweight,S-DEC,S-DEC,5,5:00
3705,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Ricardo Lamas,Diego Sanchez,0,0,57,30,3,1,0,0,Featherweight,U-DEC,U-DEC,3,5:00
3706,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Henry Cejudo,Jussier Formiga,0,0,43,25,2,0,0,0,Flyweight,S-DEC,S-DEC,3,5:00
3707,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Erick Montano,Enrique Marin,0,0,49,27,2,1,0,0,Welterweight,S-DEC,S-DEC,3,5:00
3708,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Enrique Barzola,Horacio Gutierrez,0,0,38,10,5,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3709,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Leandro Silva,Efrain Escudero,0,0,35,24,0,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3710,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Erik Perez,Taylor Lapilus,0,1,31,20,1,0,0,1,Bantamweight,U-DEC,U-DEC,3,5:00
3711,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Bartosz Fabinski,Hector Urbina,0,0,25,10,6,0,0,3,Welterweight,U-DEC,U-DEC,3,5:00
3712,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Alejandro Perez,Scott Jorgensen,0,0,39,11,0,2,0,0,Bantamweight,KO/TKO,KO/TKO,2,4:26
3713,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Andre Fili,Gabriel Benitez,1,0,16,11,1,0,0,0,Featherweight,KO/TKO,Punches,1,3:13
3714,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Alvaro Herrera Mendoza,Vernon Ramos Ho,1,0,4,2,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:30
3715,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Marco Polo Reyes,Cesar Arzamendia,1,0,10,16,0,3,0,0,Lightweight,KO/TKO,Punch,1,3:42
3716,UFC Fight Night: Magny vs Gastelum,"November 21, 2015",Michel Prazeres,Valmir Lazaro,0,0,20,41,1,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
3717,UFC 193: Rousey vs Holm,"November 14, 2015",Holly Holm,Ronda Rousey,1,0,38,17,1,0,0,0,Women's Bantamweight,KO/TKO,OKick,2,0:59
3718,UFC 193: Rousey vs Holm,"November 14, 2015",Joanna Jedrzejczyk,Valerie Letourneau,0,0,220,103,0,1,0,0,Women's Strawweight,U-DEC,U-DEC,5,5:00
3719,UFC 193: Rousey vs Holm,"November 14, 2015",Mark Hunt,Antonio Silva,1,0,12,9,0,0,0,0,Heavyweight,KO/TKO,Punch,1,3:41
3720,UFC 193: Rousey vs Holm,"November 14, 2015",Robert Whittaker,Uriah Hall,0,0,67,45,1,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
3721,UFC 193: Rousey vs Holm,"November 14, 2015",Jared Rosholt,Stefan Struve,0,0,16,33,4,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
3722,UFC 193: Rousey vs Holm,"November 14, 2015",Jake Matthews,Akbarh Arreola,0,1,62,21,1,0,0,0,Lightweight,KO/TKO,KO/TKO,2,5:00
3723,UFC 193: Rousey vs Holm,"November 14, 2015",Kyle Noke,Peter Sobotta,1,0,23,2,0,0,0,0,Welterweight,KO/TKO,OKick,1,2:01
3724,UFC 193: Rousey vs Holm,"November 14, 2015",Gian Villante,Anthony Perosh,1,0,19,6,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:56
3725,UFC 193: Rousey vs Holm,"November 14, 2015",Danny Martinez,Richie Vaculik,0,0,54,63,9,3,0,0,Flyweight,U-DEC,U-DEC,3,5:00
3726,UFC 193: Rousey vs Holm,"November 14, 2015",Daniel Kelly,Steve Montgomery,0,0,63,77,5,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
3727,UFC 193: Rousey vs Holm,"November 14, 2015",Richard Walsh,Steve Kennedy,0,0,93,38,0,3,0,0,Welterweight,U-DEC,U-DEC,3,5:00
3728,UFC 193: Rousey vs Holm,"November 14, 2015",James Moontasri,Anton Zafir,1,0,11,17,0,1,0,0,Welterweight,KO/TKO,SpinningBackKick,1,4:36
3729,UFC 193: Rousey vs Holm,"November 14, 2015",Ben Nguyen,Ryan Benoit,0,0,11,1,0,0,2,0,Flyweight,SUB,RearNakedChoke,1,2:35
3730,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Vitor Belfort,Dan Henderson,1,0,6,3,0,0,0,0,Middleweight,KO/TKO,OKick,1,2:07
3731,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Glover Teixeira,Patrick Cummins,0,0,54,33,0,4,0,0,Light Heavyweight,KO/TKO,Punches,2,1:12
3732,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Thomas Almeida,Anthony Birchak,1,0,24,27,0,0,0,0,Bantamweight,KO/TKO,Punches,1,4:24
3733,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Alex Oliveira,Piotr Hallmann,1,0,42,36,0,1,0,0,Lightweight,KO/TKO,Punch,3,0:51
3734,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Rashid Magomedov,Gilbert Burns,2,0,80,28,2,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3735,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Corey Anderson,Fabio Maldonado,0,0,60,26,6,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
3736,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Abel Trujillo,Gleison Tibau,0,0,0,3,0,2,0,1,Lightweight,DQ,RearNakedChoke,1,1:45
3737,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Johnny Case,Yan Cabral,1,0,74,31,0,3,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3738,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Thiago Tavares,Clay Guida,0,0,2,3,0,1,1,0,Featherweight,SUB,GuillotineChoke,1,0:39
3739,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Chas Skelly,Edimilson Souza,0,1,7,19,2,0,2,0,Featherweight,SUB,RearNakedChoke,2,1:56
3740,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Viscardi Andrade,Gasan Umalatov,0,0,78,38,0,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
3741,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Jimmie Rivera,Pedro Munhoz,0,0,96,66,0,0,0,0,Bantamweight,S-DEC,S-DEC,3,5:00
3742,UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015",Matheus Nicolau,Bruno Korea,2,1,46,27,3,0,3,0,Bantamweight,SUB,GuillotineChoke,3,3:27
3743,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Louis Smolka,Paddy Holohan,0,0,59,16,0,4,2,0,Flyweight,SUB,RearNakedChoke,2,4:09
3744,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Norman Parke,Reza Madadi,0,0,47,33,1,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3745,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Draw,Darren Till,0,1,84,49,2,0,0,0,Welterweight,M-DEC,M-DEC,3,5:00
3746,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Neil Seery,Jon Delos Reyes,0,0,38,25,2,3,2,0,Flyweight,SUB,GuillotineChoke,2,4:12
3747,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Stevie Ray,Mickael Lebout,0,0,48,27,1,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3748,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Aisling Daly,Ericka Almeida,0,0,59,19,2,1,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
3749,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Krzysztof Jotko,Scott Askham,0,0,38,22,2,0,0,1,Middleweight,S-DEC,S-DEC,3,5:00
3750,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Tom Breese,Cathal Pendred,1,0,23,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,4:37
3751,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Darren Elkins,Robert Whiteford,0,0,40,23,7,1,2,0,Featherweight,U-DEC,U-DEC,3,5:00
3752,UFC Fight Night: Holohan vs Smolka,"October 24, 2015",Garreth McLellan,Bubba Bush,0,0,97,8,2,3,1,0,Middleweight,KO/TKO,Punches,3,4:58
3753,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Daniel Cormier,Alexander Gustafsson,0,1,140,120,1,1,0,0,Light Heavyweight,S-DEC,S-DEC,5,5:00
3754,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Ryan Bader,Rashad Evans,0,0,52,25,1,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
3755,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Ruslan Magomedov,Shawn Jordan,0,0,71,20,0,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
3756,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Joseph Benavidez,Ali Bagautinov,0,0,48,31,0,0,0,0,Flyweight,U-DEC,U-DEC,3,5:00
3757,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Julianna Pena,Jessica Eye,0,0,34,30,3,1,3,1,Women's Bantamweight,U-DEC,U-DEC,3,5:00
3758,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Yair Rodriguez,Dan Hooker,0,0,52,19,2,1,0,0,Featherweight,U-DEC,U-DEC,3,5:00
3759,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Albert Tumenov,Alan Jouban,1,0,19,17,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:55
3760,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Adriano Martins,Islam Makhachev,1,0,3,4,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:46
3761,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Rose Namajunas,Angela Hill,0,0,13,12,1,0,1,0,Women's Strawweight,SUB,RearNakedChoke,1,2:47
3762,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Sage Northcutt,Francisco Trevino,0,0,21,1,1,0,0,0,Lightweight,KO/TKO,Punches,1,0:57
3763,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Sergio Pettis,Chris Cariaso,1,0,37,37,3,0,0,1,Flyweight,U-DEC,U-DEC,3,5:00
3764,UFC 192: Cormier vs Gustafsson,"October 03, 2015",Derrick Lewis,Viktor Pesta,0,0,41,8,0,5,0,0,Heavyweight,KO/TKO,Punches,3,1:15
3765,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Josh Barnett,Roy Nelson,0,0,146,60,0,4,0,0,Heavyweight,U-DEC,U-DEC,5,5:00
3766,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Uriah Hall,Gegard Mousasi,1,0,18,17,0,1,1,1,Middleweight,KO/TKO,SpinningBackKick,2,0:25
3767,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Kyoji Horiguchi,Chico Camus,0,0,78,63,0,0,0,0,Flyweight,U-DEC,U-DEC,3,5:00
3768,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Takeya Mizugaki,George Roop,0,0,70,47,0,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
3769,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Diego Brandao,Katsunori Kikuno,1,0,14,1,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:28
3770,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Draw,Teruto Ishihara,0,2,62,88,2,0,0,0,Featherweight,S-DEC,S-DEC,3,5:00
3771,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Keita Nakamura,Li Jingliang,1,1,40,79,0,1,1,0,Welterweight,SUB,RearNakedChoke,3,2:17
3772,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Nick Hein,Yusuke Kasuya,0,0,46,44,0,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3773,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Kajan Johnson,Naoyuki Kotani,1,0,57,21,0,1,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3774,UFC Fight Night: Barnett vs Nelson,"September 26, 2015",Shinsho Anzai,Roger Zapata,0,0,23,28,2,0,0,1,Welterweight,KO/TKO,KO/TKO,3,0:47
3775,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Demetrious Johnson,John Dodson,0,0,88,58,4,1,0,0,Flyweight,U-DEC,U-DEC,5,5:00
3776,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Andrei Arlovski,Frank Mir,0,0,39,24,0,1,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
3777,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Anthony Johnson,Jimi Manuwa,1,0,25,8,2,0,0,0,Light Heavyweight,KO/TKO,Punch,2,0:28
3778,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Corey Anderson,Jan Blachowicz,0,0,84,20,4,1,0,1,Light Heavyweight,U-DEC,U-DEC,3,5:00
3779,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Paige VanZant,Alex Chambers,0,0,73,30,3,0,1,1,Women's Strawweight,SUB,Armbar,3,1:01
3780,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Ross Pearson,Paul Felder,0,0,62,60,1,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
3781,UFC 191: Johnson vs Dodson 2,"September 05, 2015",John Lineker,Francisco Rivera,1,0,28,16,0,0,1,0,Bantamweight,SUB,GuillotineChoke,1,2:08
3782,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Raquel Pennington,Jessica Andrade,0,0,41,41,2,4,1,1,Women's Bantamweight,SUB,RearNakedChoke,2,4:58
3783,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Tiago dos Santos e Silva,Clay Collard,0,1,52,84,1,1,1,0,Featherweight,S-DEC,S-DEC,3,5:00
3784,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Joe Riggs,Ron Stallings,1,0,35,24,2,0,0,0,Middleweight,DQ,DQ,2,2:28
3785,UFC 191: Johnson vs Dodson 2,"September 05, 2015",Joaquim Silva,Nazareno Malegarie,0,0,49,58,0,1,0,0,Lightweight,S-DEC,S-DEC,3,5:00
3786,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Max Holloway,Charles Oliveira,0,0,14,5,0,0,0,0,Featherweight,KO/TKO,KO/TKO,1,1:39
3787,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Neil Magny,Erick Silva,0,0,68,29,4,3,0,0,Welterweight,U-DEC,U-DEC,3,5:00
3788,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Patrick Cote,Joshua Burkman,1,0,60,45,0,1,0,0,Welterweight,KO/TKO,Punches,3,1:26
3789,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Francisco Trinaldo,Chad Laprise,1,0,17,8,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:43
3790,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Olivier Aubin-Mercier,Tony Sims,0,0,3,23,6,0,0,1,Lightweight,U-DEC,U-DEC,3,5:00
3791,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Valerie Letourneau,Maryna Moroz,1,0,69,55,1,0,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
3792,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Frankie Perez,Sam Stout,1,0,12,2,0,0,0,0,Lightweight,KO/TKO,Punches,1,0:54
3793,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Felipe Arantes,Yves Jabouin,0,0,4,5,0,2,1,0,Bantamweight,SUB,Armbar,1,4:21
3794,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Nikita Krylov,Marcos Rogerio de Lima,0,0,21,5,0,0,1,2,Light Heavyweight,SUB,RearNakedChoke,1,2:29
3795,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Chris Kelades,Chris Beal,0,0,50,47,1,2,0,0,Flyweight,S-DEC,S-DEC,3,5:00
3796,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Shane Campbell,Elias Silverio,0,0,44,22,2,2,0,0,Lightweight,U-DEC,U-DEC,3,5:00
3797,UFC Fight Night: Holloway vs Oliveira,"August 23, 2015",Misha Cirkunov,Daniel Jolly,0,0,24,6,3,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:45
3798,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Glover Teixeira,Ovince Saint Preux,0,0,53,30,5,0,1,0,Light Heavyweight,SUB,RearNakedChoke,3,3:10
3799,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Beneil Dariush,Michael Johnson,0,0,75,84,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
3800,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Derek Brunson,Sam Alvey,0,0,27,4,0,0,0,0,Middleweight,KO/TKO,Punches,1,2:19
3801,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Jared Rosholt,Timothy Johnson,0,0,19,26,2,3,1,0,Heavyweight,U-DEC,U-DEC,3,5:00
3802,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Amanda Nunes,Sara McMann,1,0,27,2,0,0,1,0,Women's Bantamweight,SUB,RearNakedChoke,1,2:53
3803,UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015",Ray Borg,Geane Herrera,0,0,26,7,3,0,2,0,Flyweight,U-DEC,U-DEC,3,5:00
